test,train,cost,test_file,train_file
eat,name,0.01401934180495223,eat1.wav,name18.wav
eat,name,0.011836376526089301,eat1.wav,name19.wav
eat,name,0.010328531897109354,eat1.wav,name2.wav
eat,name,0.01207660800066358,eat1.wav,name20.wav
eat,name,0.015848124012902372,eat1.wav,name3.wav
eat,name,0.015430924629102885,eat1.wav,name4.wav
eat,name,0.015191979651746762,eat1.wav,name5.wav
eat,name,0.01576719746002803,eat1.wav,name6.wav
eat,name,0.016516856024571838,eat1.wav,name7.wav
eat,name,0.015379001098397608,eat1.wav,name8.wav
eat,name,0.012598595234434068,eat1.wav,name9.wav
eat,sit,0.013025178252662436,eat1.wav,sit1.wav
eat,sit,0.0121723684548207,eat1.wav,sit10.wav
eat,sit,0.010331125441181574,eat1.wav,sit11.wav
eat,sit,0.011400354132754045,eat1.wav,sit12.wav
eat,sit,0.010600396265869906,eat1.wav,sit13.wav
eat,sit,0.011211078902461024,eat1.wav,sit14.wav
eat,sit,0.010284121940136757,eat1.wav,sit15.wav
eat,sit,0.010758398172896474,eat1.wav,sit16.wav
eat,sit,0.01044259974895149,eat1.wav,sit17.wav
eat,sit,0.0083867961255069,eat1.wav,sit18.wav
eat,sit,0.009491020439226212,eat1.wav,sit19.wav
eat,sit,0.011488291197692487,eat1.wav,sit2.wav
eat,sit,0.009147749278239895,eat1.wav,sit20.wav
eat,sit,0.012332574051792822,eat1.wav,sit3.wav
eat,sit,0.010490097217290021,eat1.wav,sit4.wav
eat,sit,0.011953593663091662,eat1.wav,sit5.wav
eat,sit,0.0109155318264057,eat1.wav,sit6.wav
eat,sit,0.01139154173842749,eat1.wav,sit7.wav
eat,sit,0.010438639993610372,eat1.wav,sit8.wav
eat,sit,0.014086241226400993,eat1.wav,sit9.wav
eat,eat,0.0042458010847419795,eat10.wav,eat1.wav
eat,eat,0.002776973663191219,eat10.wav,eat10.wav
eat,eat,0.002254093308185149,eat10.wav,eat11.wav
eat,eat,0.002095180840019551,eat10.wav,eat12.wav
eat,eat,0.002589454609051578,eat10.wav,eat13.wav
eat,eat,0.003858039530261731,eat10.wav,eat14.wav
eat,eat,0.0023172147541867935,eat10.wav,eat15.wav
eat,eat,0.0022270044938312956,eat10.wav,eat16.wav
eat,eat,0.0020214069013994246,eat10.wav,eat17.wav
eat,eat,0.0027164348573795773,eat10.wav,eat18.wav
eat,eat,0.002422154735456014,eat10.wav,eat19.wav
eat,eat,0.003617337627666697,eat10.wav,eat2.wav
eat,eat,0.0019517905084642307,eat10.wav,eat20.wav
eat,eat,0.0015383282885544994,eat10.wav,eat3.wav
eat,eat,0.004354682920384431,eat10.wav,eat4.wav
eat,eat,0.0020991635900637563,eat10.wav,eat5.wav
eat,eat,0.0028104851934829863,eat10.wav,eat6.wav
eat,eat,0.004505097427684871,eat10.wav,eat7.wav
eat,eat,0.0031307975772471653,eat10.wav,eat8.wav
eat,eat,0.0026783869463003753,eat10.wav,eat9.wav
eat,fetch,0.009641280251569176,eat10.wav,fetch1.wav
eat,fetch,0.011978135637187966,eat10.wav,fetch10.wav
eat,fetch,0.012059590530399372,eat10.wav,fetch11.wav
eat,fetch,0.012199153704520857,eat10.wav,fetch12.wav
eat,fetch,0.012789677953926002,eat10.wav,fetch13.wav
eat,fetch,0.010698292340399942,eat10.wav,fetch14.wav
eat,fetch,0.012483134417767133,eat10.wav,fetch15.wav
eat,fetch,0.011268471230448975,eat10.wav,fetch16.wav
eat,fetch,0.01362117900536015,eat10.wav,fetch17.wav
eat,fetch,0.009542701615010585,eat10.wav,fetch18.wav
eat,fetch,0.010425192771101561,eat10.wav,fetch19.wav
eat,fetch,0.009891180632380363,eat10.wav,fetch2.wav
eat,fetch,0.010007497314581922,eat10.wav,fetch20.wav
eat,fetch,0.011603752500317512,eat10.wav,fetch3.wav
eat,fetch,0.011121544852321395,eat10.wav,fetch4.wav
eat,fetch,0.009570609379679802,eat10.wav,fetch5.wav
eat,fetch,0.009406887855654907,eat10.wav,fetch6.wav
eat,fetch,0.010850644464418555,eat10.wav,fetch7.wav
eat,fetch,0.009993065866741587,eat10.wav,fetch8.wav
eat,fetch,0.011196337968641387,eat10.wav,fetch9.wav
eat,lay,0.014696655791535673,eat10.wav,lay1.wav
eat,lay,0.011451267053510997,eat10.wav,lay10.wav
eat,lay,0.012491212125262859,eat10.wav,lay11.wav
eat,lay,0.012715916304810192,eat10.wav,lay12.wav
eat,lay,0.014413908122236285,eat10.wav,lay13.wav
eat,lay,0.013054774179911362,eat10.wav,lay14.wav
eat,lay,0.01194755124806071,eat10.wav,lay15.wav
eat,lay,0.012420465741205441,eat10.wav,lay16.wav
eat,lay,0.011386603665024505,eat10.wav,lay17.wav
eat,lay,0.010535078936191874,eat10.wav,lay18.wav
eat,lay,0.013850955428205346,eat10.wav,lay19.wav
eat,lay,0.013964608362960235,eat10.wav,lay2.wav
eat,lay,0.01293529917128723,eat10.wav,lay20.wav
eat,lay,0.012776471669683164,eat10.wav,lay3.wav
eat,lay,0.011001811166904747,eat10.wav,lay4.wav
eat,lay,0.01260735706047229,eat10.wav,lay5.wav
eat,lay,0.013177106034152678,eat10.wav,lay6.wav
eat,lay,0.012234230801663784,eat10.wav,lay7.wav
eat,lay,0.012776689188453403,eat10.wav,lay8.wav
eat,lay,0.014412358290847282,eat10.wav,lay9.wav
eat,name,0.011557776857227529,eat10.wav,name1.wav
eat,name,0.011127609337210477,eat10.wav,name10.wav
eat,name,0.019412846261408174,eat10.wav,name11.wav
eat,name,0.017044471233074694,eat10.wav,name12.wav
eat,name,0.013528542677317106,eat10.wav,name13.wav
eat,name,0.009982090417362425,eat10.wav,name14.wav
eat,name,0.01611174743215895,eat10.wav,name15.wav
eat,name,0.011407505099225114,eat10.wav,name16.wav
eat,name,0.014011015499960372,eat10.wav,name17.wav
eat,name,0.014782625955952002,eat10.wav,name18.wav
eat,name,0.012201972645757472,eat10.wav,name19.wav
eat,name,0.010659042677366141,eat10.wav,name2.wav
eat,name,0.012421113916651233,eat10.wav,name20.wav
eat,name,0.015684746906218582,eat10.wav,name3.wav
eat,name,0.015620557642155041,eat10.wav,name4.wav
eat,name,0.016548361947817523,eat10.wav,name5.wav
eat,name,0.017873675665704178,eat10.wav,name6.wav
eat,name,0.017624867678348328,eat10.wav,name7.wav
eat,name,0.015207982994637572,eat10.wav,name8.wav
eat,name,0.012312987399807372,eat10.wav,name9.wav
eat,sit,0.012773213977302692,eat10.wav,sit1.wav
eat,sit,0.011916068740622702,eat10.wav,sit10.wav
eat,sit,0.010303991366774531,eat10.wav,sit11.wav
eat,sit,0.01097793069378138,eat10.wav,sit12.wav
eat,sit,0.01049791837809344,eat10.wav,sit13.wav
eat,sit,0.01141845325019312,eat10.wav,sit14.wav
eat,sit,0.010014900322499319,eat10.wav,sit15.wav
eat,sit,0.010412314370403124,eat10.wav,sit16.wav
eat,sit,0.010533484424915326,eat10.wav,sit17.wav
eat,sit,0.00868739690936822,eat10.wav,sit18.wav
eat,sit,0.009424446696154014,eat10.wav,sit19.wav
eat,sit,0.011195488092512166,eat10.wav,sit2.wav
eat,sit,0.009001561407317896,eat10.wav,sit20.wav
eat,sit,0.012048731035473888,eat10.wav,sit3.wav
eat,sit,0.01042842280370665,eat10.wav,sit4.wav
eat,sit,0.011770951982728282,eat10.wav,sit5.wav
eat,sit,0.010494525998221985,eat10.wav,sit6.wav
eat,sit,0.011391745027220977,eat10.wav,sit7.wav
eat,sit,0.010326448566593335,eat10.wav,sit8.wav
eat,sit,0.013199934744052285,eat10.wav,sit9.wav
eat,eat,0.00432249356824287,eat2.wav,eat1.wav
eat,eat,0.003215608915296286,eat2.wav,eat10.wav
eat,eat,0.003066713849420802,eat2.wav,eat11.wav
eat,eat,0.0028741619495401467,eat2.wav,eat12.wav
eat,eat,0.0026918307151079053,eat2.wav,eat13.wav
eat,eat,0.0035867045858785627,eat2.wav,eat14.wav
eat,eat,0.0030534682922510035,eat2.wav,eat15.wav
eat,eat,0.002062598760040372,eat2.wav,eat16.wav
eat,eat,0.0023875369920382306,eat2.wav,eat17.wav
eat,eat,0.0029449812304285948,eat2.wav,eat18.wav
eat,eat,0.002980173786944562,eat2.wav,eat19.wav
eat,eat,0.0038091929892267317,eat2.wav,eat2.wav
eat,eat,0.0029774199261350413,eat2.wav,eat20.wav
eat,eat,0.0025766347537966388,eat2.wav,eat3.wav
eat,eat,0.0038733138325179883,eat2.wav,eat4.wav
eat,eat,0.0025959983268843342,eat2.wav,eat5.wav
eat,eat,0.003249035241486678,eat2.wav,eat6.wav
eat,eat,0.004517969985052423,eat2.wav,eat7.wav
eat,eat,0.0025629440923718803,eat2.wav,eat8.wav
eat,eat,0.003227411856518358,eat2.wav,eat9.wav
eat,fetch,0.008134808648630188,eat2.wav,fetch1.wav
eat,fetch,0.010605669067290189,eat2.wav,fetch10.wav
eat,fetch,0.009925787317441138,eat2.wav,fetch11.wav
eat,fetch,0.011236045251961405,eat2.wav,fetch12.wav
eat,fetch,0.011415125505988683,eat2.wav,fetch13.wav
eat,fetch,0.0095973220483845,eat2.wav,fetch14.wav
eat,fetch,0.011497039333242788,eat2.wav,fetch15.wav
eat,fetch,0.009620654472168323,eat2.wav,fetch16.wav
eat,fetch,0.012466955491710873,eat2.wav,fetch17.wav
eat,fetch,0.00907023188619755,eat2.wav,fetch18.wav
eat,fetch,0.009307303469804858,eat2.wav,fetch19.wav
eat,fetch,0.008743358268140568,eat2.wav,fetch2.wav
eat,fetch,0.008924673614700819,eat2.wav,fetch20.wav
eat,fetch,0.010079801673594926,eat2.wav,fetch3.wav
eat,fetch,0.009504320847906339,eat2.wav,fetch4.wav
eat,fetch,0.00875009275821181,eat2.wav,fetch5.wav
eat,fetch,0.008174098204236402,eat2.wav,fetch6.wav
eat,fetch,0.008972185215464399,eat2.wav,fetch7.wav
eat,fetch,0.00918038159785649,eat2.wav,fetch8.wav
eat,fetch,0.010505315801662835,eat2.wav,fetch9.wav
eat,lay,0.011958972572473409,eat2.wav,lay1.wav
eat,lay,0.010074664316579085,eat2.wav,lay10.wav
eat,lay,0.01064834797859484,eat2.wav,lay11.wav
eat,lay,0.011157041090148437,eat2.wav,lay12.wav
eat,lay,0.01275651815867462,eat2.wav,lay13.wav
eat,lay,0.011229297083694871,eat2.wav,lay14.wav
eat,lay,0.010473463836912323,eat2.wav,lay15.wav
eat,lay,0.010564763927202542,eat2.wav,lay16.wav
eat,lay,0.009856489644511222,eat2.wav,lay17.wav
eat,lay,0.0093403143806836,eat2.wav,lay18.wav
eat,lay,0.01187631966227912,eat2.wav,lay19.wav
eat,lay,0.01251686920098309,eat2.wav,lay2.wav
eat,lay,0.011104487259273939,eat2.wav,lay20.wav
eat,lay,0.011044240205145314,eat2.wav,lay3.wav
eat,lay,0.00943953920201113,eat2.wav,lay4.wav
eat,lay,0.011097033310599433,eat2.wav,lay5.wav
eat,lay,0.011254957294512997,eat2.wav,lay6.wav
eat,lay,0.010240200182800566,eat2.wav,lay7.wav
eat,lay,0.01153894757767332,eat2.wav,lay8.wav
eat,lay,0.01264440860934395,eat2.wav,lay9.wav
eat,name,0.009635474016997037,eat2.wav,name1.wav
eat,name,0.008865492240132044,eat2.wav,name10.wav
eat,name,0.015556286387659022,eat2.wav,name11.wav
eat,name,0.014014076113093113,eat2.wav,name12.wav
eat,name,0.01077843760776492,eat2.wav,name13.wav
eat,name,0.008320816459371308,eat2.wav,name14.wav
eat,name,0.013154050290341187,eat2.wav,name15.wav
eat,name,0.008979562396038077,eat2.wav,name16.wav
eat,name,0.0119872820743859,eat2.wav,name17.wav
eat,name,0.011498628069849704,eat2.wav,name18.wav
eat,name,0.009669752632499497,eat2.wav,name19.wav
eat,name,0.008037128170826364,eat2.wav,name2.wav
eat,name,0.010610404199587416,eat2.wav,name20.wav
eat,name,0.013096844813796235,eat2.wav,name3.wav
eat,name,0.013175568884789563,eat2.wav,name4.wav
eat,name,0.013075231365341696,eat2.wav,name5.wav
eat,name,0.01309739076574489,eat2.wav,name6.wav
eat,name,0.013634087551123018,eat2.wav,name7.wav
eat,name,0.013057539704176616,eat2.wav,name8.wav
eat,name,0.010314571301205964,eat2.wav,name9.wav
eat,sit,0.010672015549397925,eat2.wav,sit1.wav
eat,sit,0.010676643543935797,eat2.wav,sit10.wav
eat,sit,0.0091390681089649,eat2.wav,sit11.wav
eat,sit,0.010121811023410405,eat2.wav,sit12.wav
eat,sit,0.009270583321254319,eat2.wav,sit13.wav
eat,sit,0.00979192758104382,eat2.wav,sit14.wav
eat,sit,0.009536657821937777,eat2.wav,sit15.wav
eat,sit,0.009472975327775282,eat2.wav,sit16.wav
eat,sit,0.009099856162730508,eat2.wav,sit17.wav
eat,sit,0.007795692083860226,eat2.wav,sit18.wav
eat,sit,0.009070672371230179,eat2.wav,sit19.wav
eat,sit,0.010262004155731053,eat2.wav,sit2.wav
eat,sit,0.007791141766631877,eat2.wav,sit20.wav
eat,sit,0.010319278953663687,eat2.wav,sit3.wav
eat,sit,0.009329456250600443,eat2.wav,sit4.wav
eat,sit,0.010258390684485311,eat2.wav,sit5.wav
eat,sit,0.00925900839833025,eat2.wav,sit6.wav
eat,sit,0.009760468187302604,eat2.wav,sit7.wav
eat,sit,0.009414998001477668,eat2.wav,sit8.wav
eat,sit,0.012385288590857281,eat2.wav,sit9.wav
eat,eat,0.004296734116875138,eat3.wav,eat1.wav
eat,eat,0.002981472788665257,eat3.wav,eat10.wav
eat,eat,0.0028704047769748334,eat3.wav,eat11.wav
eat,eat,0.002536988641481929,eat3.wav,eat12.wav
eat,eat,0.0025435848316500915,eat3.wav,eat13.wav
eat,eat,0.0036924394461489525,eat3.wav,eat14.wav
eat,eat,0.0025527504225295898,eat3.wav,eat15.wav
eat,eat,0.002194445819499046,eat3.wav,eat16.wav
eat,eat,0.002474906638786134,eat3.wav,eat17.wav
eat,eat,0.00310918392298753,eat3.wav,eat18.wav
eat,eat,0.002736947791719332,eat3.wav,eat19.wav
eat,eat,0.003597537705482253,eat3.wav,eat2.wav
eat,eat,0.0024333001454044326,eat3.wav,eat20.wav
eat,eat,0.0020172813130975454,eat3.wav,eat3.wav
eat,eat,0.004169839760316659,eat3.wav,eat4.wav
eat,eat,0.0025594729640337262,eat3.wav,eat5.wav
eat,eat,0.0028444763273077645,eat3.wav,eat6.wav
eat,eat,0.0043600731693829746,eat3.wav,eat7.wav
eat,eat,0.0025467915109287365,eat3.wav,eat8.wav
eat,eat,0.0030743182981615266,eat3.wav,eat9.wav
eat,fetch,0.009469799208318763,eat3.wav,fetch1.wav
eat,fetch,0.01209508586072534,eat3.wav,fetch10.wav
eat,fetch,0.011438745139040266,eat3.wav,fetch11.wav
eat,fetch,0.01208114145569684,eat3.wav,fetch12.wav
eat,fetch,0.012904963502030816,eat3.wav,fetch13.wav
eat,fetch,0.010796224619042862,eat3.wav,fetch14.wav
eat,fetch,0.012838089511520254,eat3.wav,fetch15.wav
eat,fetch,0.010705901077280778,eat3.wav,fetch16.wav
eat,fetch,0.013955330505995036,eat3.wav,fetch17.wav
eat,fetch,0.00991615425212856,eat3.wav,fetch18.wav
eat,fetch,0.010212694250990978,eat3.wav,fetch19.wav
eat,fetch,0.010558266736147329,eat3.wav,fetch2.wav
eat,fetch,0.009857776989746875,eat3.wav,fetch20.wav
eat,fetch,0.011359986610724486,eat3.wav,fetch3.wav
eat,fetch,0.010976956788278041,eat3.wav,fetch4.wav
eat,fetch,0.00970339381183435,eat3.wav,fetch5.wav
eat,fetch,0.00946128233535437,eat3.wav,fetch6.wav
eat,fetch,0.0107449700406321,eat3.wav,fetch7.wav
eat,fetch,0.010470125725542793,eat3.wav,fetch8.wav
eat,fetch,0.011547178793886883,eat3.wav,fetch9.wav
eat,lay,0.011695756889929434,eat3.wav,lay1.wav
eat,lay,0.010005106996664239,eat3.wav,lay10.wav
eat,lay,0.010614921788635072,eat3.wav,lay11.wav
eat,lay,0.011090471995047093,eat3.wav,lay12.wav
eat,lay,0.012441541193778004,eat3.wav,lay13.wav
eat,lay,0.010703272336950875,eat3.wav,lay14.wav
eat,lay,0.009989513930765,eat3.wav,lay15.wav
eat,lay,0.010150692871486415,eat3.wav,lay16.wav
eat,lay,0.009385128189273883,eat3.wav,lay17.wav
eat,lay,0.008784860412983073,eat3.wav,lay18.wav
eat,lay,0.010879004773737438,eat3.wav,lay19.wav
eat,lay,0.012346208469735564,eat3.wav,lay2.wav
eat,lay,0.010121142841683764,eat3.wav,lay20.wav
eat,lay,0.010858669667185539,eat3.wav,lay3.wav
eat,lay,0.009295317160977005,eat3.wav,lay4.wav
eat,lay,0.010768501902559603,eat3.wav,lay5.wav
eat,lay,0.010828007152294657,eat3.wav,lay6.wav
eat,lay,0.009970474357912852,eat3.wav,lay7.wav
eat,lay,0.010873631903049524,eat3.wav,lay8.wav
eat,lay,0.01205887948608947,eat3.wav,lay9.wav
eat,name,0.010556871272240725,eat3.wav,name1.wav
eat,name,0.00894714651877926,eat3.wav,name10.wav
eat,name,0.016371564819862548,eat3.wav,name11.wav
eat,name,0.014760363749218174,eat3.wav,name12.wav
eat,name,0.01111001547922522,eat3.wav,name13.wav
eat,name,0.008381119581728106,eat3.wav,name14.wav
eat,name,0.014476265829630824,eat3.wav,name15.wav
eat,name,0.00900155851127063,eat3.wav,name16.wav
eat,name,0.013208677131675442,eat3.wav,name17.wav
eat,name,0.011887235790398047,eat3.wav,name18.wav
eat,name,0.010048313588850897,eat3.wav,name19.wav
eat,name,0.008658857961808486,eat3.wav,name2.wav
eat,name,0.01053985803678727,eat3.wav,name20.wav
eat,name,0.01436677612160881,eat3.wav,name3.wav
eat,name,0.013488366989602072,eat3.wav,name4.wav
eat,name,0.013149155510078442,eat3.wav,name5.wav
eat,name,0.013400627305635869,eat3.wav,name6.wav
eat,name,0.014651234876356436,eat3.wav,name7.wav
eat,name,0.014236389330869825,eat3.wav,name8.wav
eat,name,0.011318345869033842,eat3.wav,name9.wav
eat,sit,0.012147428625956934,eat3.wav,sit1.wav
eat,sit,0.012023983964277027,eat3.wav,sit10.wav
eat,sit,0.010055762173960647,eat3.wav,sit11.wav
eat,sit,0.011109529589270715,eat3.wav,sit12.wav
eat,sit,0.010493886706885886,eat3.wav,sit13.wav
eat,sit,0.010763036211153437,eat3.wav,sit14.wav
eat,sit,0.010407070193132383,eat3.wav,sit15.wav
eat,sit,0.010486146019237995,eat3.wav,sit16.wav
eat,sit,0.010193999744813633,eat3.wav,sit17.wav
eat,sit,0.00874866695304675,eat3.wav,sit18.wav
eat,sit,0.00977886384461451,eat3.wav,sit19.wav
eat,sit,0.011318844707666956,eat3.wav,sit2.wav
eat,sit,0.008577773741915548,eat3.wav,sit20.wav
eat,sit,0.011760633436007679,eat3.wav,sit3.wav
eat,sit,0.010397875635417905,eat3.wav,sit4.wav
eat,sit,0.011535409246388614,eat3.wav,sit5.wav
eat,sit,0.010360701797309949,eat3.wav,sit6.wav
eat,sit,0.010830211686470031,eat3.wav,sit7.wav
eat,sit,0.01054758053755518,eat3.wav,sit8.wav
eat,sit,0.013430593097152757,eat3.wav,sit9.wav
eat,eat,0.004654249222578808,eat4.wav,eat1.wav
eat,eat,0.0032737575331919498,eat4.wav,eat10.wav
eat,eat,0.0032530315662196337,eat4.wav,eat11.wav
eat,eat,0.0029673578971165892,eat4.wav,eat12.wav
eat,eat,0.0028320220417398993,eat4.wav,eat13.wav
eat,eat,0.003989682410964751,eat4.wav,eat14.wav
eat,eat,0.002963321215510723,eat4.wav,eat15.wav
eat,eat,0.0024800007642686063,eat4.wav,eat16.wav
eat,eat,0.002900826736886996,eat4.wav,eat17.wav
eat,eat,0.0036470712461336963,eat4.wav,eat18.wav
eat,eat,0.0033286972011562295,eat4.wav,eat19.wav
eat,eat,0.003930329862340311,eat4.wav,eat2.wav
eat,eat,0.002832942565820543,eat4.wav,eat20.wav
eat,eat,0.002567057577910309,eat4.wav,eat3.wav
eat,eat,0.004144502730434649,eat4.wav,eat4.wav
eat,eat,0.002834384459040387,eat4.wav,eat5.wav
eat,eat,0.003416914437436421,eat4.wav,eat6.wav
eat,eat,0.004899885573346083,eat4.wav,eat7.wav
eat,eat,0.0026190135929839062,eat4.wav,eat8.wav
eat,eat,0.003445707770258273,eat4.wav,eat9.wav
eat,fetch,0.009685791466168518,eat4.wav,fetch1.wav
eat,fetch,0.012128392229045867,eat4.wav,fetch10.wav
eat,fetch,0.011180494433772309,eat4.wav,fetch11.wav
eat,fetch,0.012426225168622422,eat4.wav,fetch12.wav
eat,fetch,0.01283622947101098,eat4.wav,fetch13.wav
eat,fetch,0.010663034377753683,eat4.wav,fetch14.wav
eat,fetch,0.012843020027259273,eat4.wav,fetch15.wav
eat,fetch,0.010680828391706655,eat4.wav,fetch16.wav
eat,fetch,0.013677052637261586,eat4.wav,fetch17.wav
eat,fetch,0.009875628116023822,eat4.wav,fetch18.wav
eat,fetch,0.01042369417667787,eat4.wav,fetch19.wav
eat,fetch,0.01030054681748533,eat4.wav,fetch2.wav
eat,fetch,0.009810350608795025,eat4.wav,fetch20.wav
eat,fetch,0.01188736569547932,eat4.wav,fetch3.wav
eat,fetch,0.010519456046984245,eat4.wav,fetch4.wav
eat,fetch,0.009760329835885373,eat4.wav,fetch5.wav
eat,fetch,0.009567577350839173,eat4.wav,fetch6.wav
eat,fetch,0.010272093078366787,eat4.wav,fetch7.wav
eat,fetch,0.010512274458593783,eat4.wav,fetch8.wav
eat,fetch,0.011287711563613669,eat4.wav,fetch9.wav
eat,lay,0.013588256702373673,eat4.wav,lay1.wav
eat,lay,0.01111256053551054,eat4.wav,lay10.wav
eat,lay,0.011834141582367893,eat4.wav,lay11.wav
eat,lay,0.012486125571317591,eat4.wav,lay12.wav
eat,lay,0.01399037828466275,eat4.wav,lay13.wav
eat,lay,0.012756425700147534,eat4.wav,lay14.wav
eat,lay,0.011848075516933588,eat4.wav,lay15.wav
eat,lay,0.01201069887007696,eat4.wav,lay16.wav
eat,lay,0.010717173494458132,eat4.wav,lay17.wav
eat,lay,0.010575241417280501,eat4.wav,lay18.wav
eat,lay,0.013536900651240842,eat4.wav,lay19.wav
eat,lay,0.013467548038527758,eat4.wav,lay2.wav
eat,lay,0.012779425631108123,eat4.wav,lay20.wav
eat,lay,0.012064047873108996,eat4.wav,lay3.wav
eat,lay,0.010869428737082734,eat4.wav,lay4.wav
eat,lay,0.01231009337352699,eat4.wav,lay5.wav
eat,lay,0.012692208416453807,eat4.wav,lay6.wav
eat,lay,0.0111821144829971,eat4.wav,lay7.wav
eat,lay,0.013092837857226631,eat4.wav,lay8.wav
eat,lay,0.014038904584428562,eat4.wav,lay9.wav
eat,name,0.011405159567809284,eat4.wav,name1.wav
eat,name,0.01018352306369001,eat4.wav,name10.wav
eat,name,0.017359618130378462,eat4.wav,name11.wav
eat,name,0.015681061688399615,eat4.wav,name12.wav
eat,name,0.012431947765845348,eat4.wav,name13.wav
eat,name,0.009622411211328863,eat4.wav,name14.wav
eat,name,0.014793982408749597,eat4.wav,name15.wav
eat,name,0.01020780071234392,eat4.wav,name16.wav
eat,name,0.013600576851858894,eat4.wav,name17.wav
eat,name,0.012786290064681393,eat4.wav,name18.wav
eat,name,0.011255839817173067,eat4.wav,name19.wav
eat,name,0.009283659961388956,eat4.wav,name2.wav
eat,name,0.012040614555404987,eat4.wav,name20.wav
eat,name,0.014395984711522944,eat4.wav,name3.wav
eat,name,0.014236214741738208,eat4.wav,name4.wav
eat,name,0.01439643835691651,eat4.wav,name5.wav
eat,name,0.014296778112126483,eat4.wav,name6.wav
eat,name,0.015203556046651294,eat4.wav,name7.wav
eat,name,0.014461815964031198,eat4.wav,name8.wav
eat,name,0.011362915870041216,eat4.wav,name9.wav
